transaction_id,customer_id,transaction_date,total_amount,discount_amount,tax_amount,payment_method,status,channel,created_at
7439,1315,2025-10-07T11:25:47.824199,195.06,37.52,19.51,debit_card,completed,online,2026-07-06T09:25:46.517381
7440,548,2024-08-16T21:12:05.536786,102.48,10.16,10.25,debit_card,completed,in_store,2026-07-06T09:25:46.517416
7441,1571,2024-11-04T05:23:36.339088,335.77,60.63,33.58,paypal,cancelled,phone,2026-07-06T09:25:46.517450
7442,165,2026-03-27T18:17:25.912711,172.73,14.57,17.27,debit_card,completed,online,2026-07-06T09:25:46.517483
7443,563,2025-11-17T14:34:37.483227,162.9,23.67,16.29,bank_transfer,completed,phone,2026-07-06T09:25:46.517550
7444,654,2024-08-06T09:19:27.382523,180.14,35.08,18.01,credit_card,completed,phone,2026-07-06T09:25:46.517596
7445,719,2026-03-04T05:11:34.372434,28.26,0.52,2.83,bank_transfer,completed,phone,2026-07-06T09:25:46.517705
7446,1847,2026-04-01T22:47:17.586536,57.06,7.88,5.71,bank_transfer,completed,phone,2026-07-06T09:25:46.517765
7447,1736,2025-04-23T09:58:38.858738,26.67,4.11,2.67,debit_card,completed,in_store,2026-07-06T09:25:46.517804
7448,198,2025-12-24T05:50:36.774566,178.76,16.04,17.88,bank_transfer,completed,online,2026-07-06T09:25:46.517840
7449,400,2024-07-18T09:13:56.880598,128.43,14.66,12.84,credit_card,completed,phone,2026-07-06T09:25:46.517894
7450,1003,2025-06-01T22:34:09.339395,0.16,0.03,0.02,credit_card,completed,mobile,2026-07-06T09:25:46.517931
7451,869,2025-08-07T16:34:27.113124,156.06,18.02,15.61,debit_card,completed,in_store,2026-07-06T09:25:46.517967
7452,1737,2026-01-20T03:12:15.427060,61.61,5.45,6.16,paypal,refunded,online,2026-07-06T09:25:46.518002
7453,1242,2025-12-12T16:49:19.552588,180.29,0.38,18.03,bank_transfer,completed,online,2026-07-06T09:25:46.518037
7454,588,2025-04-03T19:06:42.879883,81.72,12.8,8.17,bank_transfer,completed,in_store,2026-07-06T09:25:46.518072
7455,1223,2024-12-22T17:05:50.834471,268.91,16.54,26.89,credit_card,completed,phone,2026-07-06T09:25:46.518106
7456,1705,2026-01-12T04:55:12.291962,117.39,17.2,11.74,paypal,completed,phone,2026-07-06T09:25:46.518140
7457,397,2025-03-11T08:45:41.778166,179.08,21.57,17.91,debit_card,completed,mobile,2026-07-06T09:25:46.518174
7458,1908,2025-02-06T10:01:41.689529,27.38,3.03,2.74,bank_transfer,completed,online,2026-07-06T09:25:46.518208
7459,752,2025-07-11T07:55:40.873956,156.69,6.49,15.67,paypal,cancelled,phone,2026-07-06T09:25:46.518241
7460,588,2025-02-27T09:40:23.285693,113.67,17.87,11.37,paypal,completed,phone,2026-07-06T09:25:46.518274
7461,1188,2025-05-04T20:33:18.601337,326.82,14.01,32.68,debit_card,completed,phone,2026-07-06T09:25:46.518307
7462,1035,2026-05-31T13:01:54.979549,50.92,0.18,5.09,credit_card,completed,mobile,2026-07-06T09:25:46.518342
7463,760,2026-05-22T09:22:37.736341,28.55,5.59,2.86,credit_card,completed,mobile,2026-07-06T09:25:46.518470
7464,1542,2025-08-15T17:30:24.694134,26.8,2.11,2.68,debit_card,completed,in_store,2026-07-06T09:25:46.518580
7465,576,2025-06-07T11:26:15.098123,196.91,0.12,19.69,paypal,completed,phone,2026-07-06T09:25:46.518628
7466,1168,2024-11-24T03:13:11.974494,39.68,2.27,3.97,debit_card,completed,phone,2026-07-06T09:25:46.518669
7467,1347,2024-09-21T16:58:40.869947,82.2,2.39,8.22,paypal,completed,phone,2026-07-06T09:25:46.518705
7468,312,2025-07-12T18:25:36.219455,0.37,0.07,0.04,credit_card,completed,online,2026-07-06T09:25:46.518740
7469,648,2025-08-06T12:14:06.991439,9.42,0.27,0.94,bank_transfer,completed,phone,2026-07-06T09:25:46.518775
7470,1235,2026-05-18T15:30:21.236972,159.74,7.64,15.97,bank_transfer,completed,mobile,2026-07-06T09:25:46.518808
7471,1616,2024-12-25T21:20:44.126495,160.96,24.36,16.1,debit_card,completed,mobile,2026-07-06T09:25:46.518842
7472,402,2025-04-08T13:03:01.121347,42.31,1.66,4.23,bank_transfer,completed,mobile,2026-07-06T09:25:46.518875
7473,1070,2025-08-20T23:06:37.570116,120.34,19.17,12.03,debit_card,completed,online,2026-07-06T09:25:46.518909
7474,1783,2024-09-24T19:39:21.241255,481.31,20.25,48.13,bank_transfer,cancelled,online,2026-07-06T09:25:46.518942
7475,370,2024-10-23T13:36:10.672829,362.95,27.5,36.3,debit_card,completed,online,2026-07-06T09:25:46.518977
7476,1236,2025-12-01T22:04:11.136297,101.34,16.78,10.13,debit_card,completed,phone,2026-07-06T09:25:46.519010
7477,273,2026-05-19T14:20:43.061816,39.76,5.02,3.98,credit_card,completed,online,2026-07-06T09:25:46.519045
7478,1892,2025-05-05T00:44:57.316543,70.96,7.33,7.1,bank_transfer,completed,mobile,2026-07-06T09:25:46.519153
7479,362,2025-03-28T16:38:42.666370,397.95,73.95,39.8,paypal,completed,phone,2026-07-06T09:25:46.519208
7480,316,2025-07-21T10:21:25.487390,93.46,18.65,9.35,bank_transfer,completed,phone,2026-07-06T09:25:46.519284
7481,116,2026-01-05T23:52:40.633562,30.7,0.54,3.07,bank_transfer,completed,phone,2026-07-06T09:25:46.519319
7482,1585,2025-04-08T04:26:53.097160,202.64,18.01,20.26,bank_transfer,cancelled,mobile,2026-07-06T09:25:46.519356
7483,1092,2024-11-24T16:53:17.975086,181.21,17.47,18.12,credit_card,cancelled,online,2026-07-06T09:25:46.519399
7484,543,2025-09-25T14:51:29.694195,66.68,7.68,6.67,bank_transfer,completed,mobile,2026-07-06T09:25:46.519435
7485,1418,2025-12-12T21:03:10.015085,36.73,2.66,3.67,bank_transfer,completed,phone,2026-07-06T09:25:46.519469
7486,795,2024-12-04T11:33:28.972469,25.77,1.32,2.58,credit_card,completed,mobile,2026-07-06T09:25:46.519574
7487,1139,2024-10-10T18:07:17.628182,41.48,2.32,4.15,bank_transfer,completed,phone,2026-07-06T09:25:46.519621
7488,561,2024-09-14T02:10:40.415645,64.66,6.83,6.47,credit_card,completed,phone,2026-07-06T09:25:46.519659
7489,290,2026-01-10T17:34:33.578256,210.54,3.41,21.05,paypal,completed,mobile,2026-07-06T09:25:46.519696
7490,374,2025-08-13T04:43:37.196345,433.47,84.24,43.35,paypal,completed,mobile,2026-07-06T09:25:46.519749
7491,1568,2026-01-27T18:06:04.408758,137.23,9.56,13.72,debit_card,completed,in_store,2026-07-06T09:25:46.519785
7492,1133,2024-08-08T18:24:58.830351,5.27,0.49,0.53,paypal,completed,in_store,2026-07-06T09:25:46.519820
7493,17,2024-07-08T04:40:46.088581,111.56,19.48,11.16,credit_card,completed,phone,2026-07-06T09:25:46.519854
7494,1434,2025-07-14T20:14:00.809085,85.29,11.71,8.53,debit_card,completed,in_store,2026-07-06T09:25:46.519887
7495,642,2026-04-01T22:47:56.742993,155.29,27.22,15.53,credit_card,refunded,online,2026-07-06T09:25:46.519920
7496,636,2024-09-05T00:57:08.782360,307.46,37.9,30.75,bank_transfer,completed,in_store,2026-07-06T09:25:46.519953
7497,560,2025-11-29T19:41:59.306153,191.39,18.67,19.14,debit_card,completed,in_store,2026-07-06T09:25:46.519985
7498,602,2026-04-22T19:42:45.661977,40.15,3.07,4.01,bank_transfer,completed,online,2026-07-06T09:25:46.520022
7499,1176,2026-03-03T07:16:37.123312,100.22,14.46,10.02,bank_transfer,completed,mobile,2026-07-06T09:25:46.520056
7500,630,2025-03-08T12:18:33.442083,26.28,3.67,2.63,bank_transfer,completed,online,2026-07-06T09:25:46.520152
7501,496,2025-01-13T22:11:58.543444,211.71,13.71,21.17,debit_card,refunded,online,2026-07-06T09:25:46.520209
7502,943,2026-02-19T09:42:50.490438,23.98,0.05,2.4,paypal,completed,phone,2026-07-06T09:25:46.520268
7503,1253,2025-11-09T15:54:31.290667,277.13,44.61,27.71,bank_transfer,completed,phone,2026-07-06T09:25:46.520306
7504,1101,2026-04-22T15:57:04.980943,177.52,8.64,17.75,credit_card,completed,online,2026-07-06T09:25:46.520342
7505,1135,2026-05-29T08:24:05.319721,43.58,2.09,4.36,bank_transfer,completed,online,2026-07-06T09:25:46.520375
7506,1825,2026-01-07T06:32:13.634131,18.67,1.62,1.87,credit_card,completed,online,2026-07-06T09:25:46.520409
7507,112,2024-09-17T06:36:17.276504,103.36,18.03,10.34,credit_card,completed,online,2026-07-06T09:25:46.520442
7508,1812,2024-09-19T18:25:43.239066,452.17,33.09,45.22,paypal,refunded,mobile,2026-07-06T09:25:46.520477
7509,322,2025-08-08T20:37:42.258753,302.19,54.01,30.22,debit_card,completed,in_store,2026-07-06T09:25:46.520510
7510,694,2026-06-09T02:47:44.433419,57.59,10.87,5.76,debit_card,completed,mobile,2026-07-06T09:25:46.520543
7511,1098,2025-11-23T16:45:48.439391,15.13,2.25,1.51,paypal,completed,online,2026-07-06T09:25:46.520575
7512,1172,2025-02-03T00:28:07.091229,31.52,5.05,3.15,paypal,completed,phone,2026-07-06T09:25:46.520617
7513,428,2026-03-22T09:14:08.097630,77.13,9.25,7.71,credit_card,completed,online,2026-07-06T09:25:46.520692
7514,1203,2024-08-31T20:32:20.575618,57.15,6.67,5.71,credit_card,completed,in_store,2026-07-06T09:25:46.520801
7515,892,2025-08-29T23:18:00.715194,200.92,27.08,20.09,paypal,completed,online,2026-07-06T09:25:46.520859
7516,428,2024-08-27T18:57:52.149861,274.4,45.12,27.44,bank_transfer,refunded,online,2026-07-06T09:25:46.520896
7517,993,2026-04-25T11:14:41.068791,247.41,25.68,24.74,paypal,completed,online,2026-07-06T09:25:46.520932
7518,51,2025-01-16T07:58:29.226602,9.9,1.64,0.99,bank_transfer,completed,mobile,2026-07-06T09:25:46.520968
7519,565,2025-11-27T07:24:22.977938,268.3,7.79,26.83,paypal,completed,phone,2026-07-06T09:25:46.521001
7520,1194,2025-03-12T15:16:16.796329,329.96,53.15,33.0,bank_transfer,completed,mobile,2026-07-06T09:25:46.521036
7521,1132,2025-03-30T01:16:20.006999,1.12,0.14,0.11,paypal,completed,mobile,2026-07-06T09:25:46.521070
7522,657,2025-06-16T18:12:23.826412,11.65,0.84,1.17,bank_transfer,completed,mobile,2026-07-06T09:25:46.521118
7523,307,2025-05-21T02:43:25.859642,204.41,23.34,20.44,bank_transfer,completed,in_store,2026-07-06T09:25:46.521199
7524,863,2025-04-15T12:01:33.577845,204.56,21.61,20.46,paypal,completed,online,2026-07-06T09:25:46.521266
7525,1969,2025-09-03T23:47:09.324050,119.09,6.47,11.91,credit_card,completed,mobile,2026-07-06T09:25:46.521304
7526,877,2025-12-07T12:53:24.164790,117.66,22.13,11.77,paypal,cancelled,phone,2026-07-06T09:25:46.521340
7527,1853,2024-10-23T21:09:06.096998,10.79,1.66,1.08,bank_transfer,completed,online,2026-07-06T09:25:46.521374
7528,1046,2024-11-30T04:48:20.687383,174.39,13.0,17.44,bank_transfer,completed,phone,2026-07-06T09:25:46.521408
7529,314,2025-05-31T14:08:41.173875,5.64,0.45,0.56,debit_card,completed,online,2026-07-06T09:25:46.521443
7530,14,2024-09-19T08:15:57.099777,269.08,21.12,26.91,paypal,completed,phone,2026-07-06T09:25:46.521477
7531,1760,2025-06-25T13:36:23.876236,307.9,22.21,30.79,credit_card,completed,mobile,2026-07-06T09:25:46.521593
7532,809,2026-01-04T15:00:58.758474,373.29,3.93,37.33,paypal,completed,phone,2026-07-06T09:25:46.521650
7533,1700,2024-08-06T11:20:48.432742,271.49,45.96,27.15,paypal,completed,in_store,2026-07-06T09:25:46.521688
7534,1747,2025-02-13T18:15:13.455514,144.18,24.06,14.42,paypal,completed,phone,2026-07-06T09:25:46.521724
7535,1826,2025-03-30T20:17:15.822099,83.84,8.13,8.38,debit_card,completed,phone,2026-07-06T09:25:46.521758
7536,1196,2026-06-15T14:25:53.675299,127.62,24.69,12.76,credit_card,refunded,in_store,2026-07-06T09:25:46.521792
7537,312,2025-11-23T08:59:23.086050,100.27,4.53,10.03,credit_card,completed,in_store,2026-07-06T09:25:46.521826
7538,1620,2024-10-03T03:13:51.685717,305.56,5.05,30.56,bank_transfer,completed,online,2026-07-06T09:25:46.521861
7539,934,2026-06-21T10:14:54.480515,134.65,0.72,13.47,bank_transfer,refunded,in_store,2026-07-06T09:25:46.521896
7540,1576,2025-05-26T12:16:37.768685,103.1,18.75,10.31,paypal,completed,mobile,2026-07-06T09:25:46.521947
7541,1666,2025-04-09T22:52:57.821875,27.65,0.56,2.77,credit_card,completed,phone,2026-07-06T09:25:46.522012
7542,994,2026-06-21T09:51:56.180928,215.27,5.75,21.53,bank_transfer,completed,online,2026-07-06T09:25:46.522046
7543,1616,2026-02-17T17:40:57.449648,229.03,43.44,22.9,debit_card,completed,mobile,2026-07-06T09:25:46.522153
7544,333,2025-12-14T16:11:43.837761,15.43,0.81,1.54,debit_card,completed,online,2026-07-06T09:25:46.522214
7545,1639,2024-11-09T01:58:33.870973,34.84,2.69,3.48,debit_card,completed,mobile,2026-07-06T09:25:46.522251
7546,315,2026-07-02T08:00:30.511640,108.53,5.74,10.85,paypal,completed,phone,2026-07-06T09:25:46.522286
7547,805,2024-08-09T11:17:14.217113,500.35,90.8,50.04,bank_transfer,completed,online,2026-07-06T09:25:46.522321
7548,1885,2024-10-09T05:12:03.740449,206.7,39.62,20.67,credit_card,completed,in_store,2026-07-06T09:25:46.522354
7549,717,2025-02-04T14:46:20.259483,356.95,41.1,35.7,debit_card,completed,in_store,2026-07-06T09:25:46.522388
7550,1828,2024-11-13T03:08:30.021281,94.98,7.08,9.5,credit_card,refunded,in_store,2026-07-06T09:25:46.522421
7551,1410,2024-12-21T15:11:34.353953,47.12,6.45,4.71,paypal,completed,online,2026-07-06T09:25:46.522454
7552,985,2026-06-06T21:50:30.289986,123.08,1.21,12.31,bank_transfer,completed,in_store,2026-07-06T09:25:46.522487
7553,219,2024-09-10T19:07:02.131685,144.83,20.97,14.48,paypal,completed,online,2026-07-06T09:25:46.522521
7554,1300,2026-06-30T01:30:01.461550,64.05,9.71,6.41,credit_card,refunded,in_store,2026-07-06T09:25:46.522555
7555,1222,2025-02-18T04:12:18.507361,83.71,1.55,8.37,paypal,completed,phone,2026-07-06T09:25:46.522658
7556,1712,2026-06-27T15:52:42.293314,14.68,0.01,1.47,bank_transfer,refunded,phone,2026-07-06T09:25:46.522705
7557,801,2025-11-01T12:58:53.078909,278.12,50.66,27.81,bank_transfer,completed,in_store,2026-07-06T09:25:46.522741
7558,1367,2024-11-23T14:44:10.513900,51.48,8.07,5.15,paypal,completed,phone,2026-07-06T09:25:46.522776
7559,1017,2026-02-09T21:06:01.035802,37.24,6.94,3.72,bank_transfer,completed,in_store,2026-07-06T09:25:46.522811
7560,1358,2026-06-04T08:10:11.771803,144.46,1.32,14.45,debit_card,completed,mobile,2026-07-06T09:25:46.522845
7561,210,2025-03-22T16:01:17.066184,39.79,6.38,3.98,bank_transfer,completed,phone,2026-07-06T09:25:46.522895
7562,1734,2024-09-05T14:51:37.196099,84.07,4.53,8.41,paypal,completed,online,2026-07-06T09:25:46.522968
7563,640,2025-09-16T17:16:54.469652,112.14,8.79,11.21,bank_transfer,completed,mobile,2026-07-06T09:25:46.523033
7564,1101,2025-10-01T23:03:43.425622,77.6,11.06,7.76,credit_card,completed,mobile,2026-07-06T09:25:46.523139
7565,169,2025-10-06T20:06:13.074481,33.61,4.42,3.36,debit_card,completed,mobile,2026-07-06T09:25:46.523182
7566,224,2024-10-30T16:20:16.621513,63.58,1.45,6.36,bank_transfer,completed,mobile,2026-07-06T09:25:46.523240
7567,385,2024-08-22T17:09:08.577132,99.58,5.77,9.96,paypal,completed,mobile,2026-07-06T09:25:46.523279
7568,465,2024-08-25T02:30:44.969132,88.48,13.24,8.85,credit_card,completed,phone,2026-07-06T09:25:46.523315
7569,1778,2024-10-11T10:06:36.752404,11.88,1.66,1.19,bank_transfer,completed,mobile,2026-07-06T09:25:46.523351
7570,1365,2026-06-28T02:31:42.846642,63.75,6.97,6.38,paypal,completed,online,2026-07-06T09:25:46.523387
7571,644,2024-11-01T00:36:42.263192,36.4,5.13,3.64,bank_transfer,completed,phone,2026-07-06T09:25:46.523422
7572,1773,2026-01-06T04:53:05.934439,55.11,3.02,5.51,bank_transfer,completed,phone,2026-07-06T09:25:46.523527
7573,214,2024-07-12T06:43:20.703555,24.64,3.1,2.46,bank_transfer,completed,in_store,2026-07-06T09:25:46.523569
7574,1659,2026-02-05T13:43:30.545568,86.78,10.24,8.68,credit_card,completed,mobile,2026-07-06T09:25:46.523606
7575,674,2025-09-28T12:58:40.451441,202.51,10.63,20.25,credit_card,completed,online,2026-07-06T09:25:46.523641
7576,642,2025-11-15T19:47:10.114259,136.44,7.11,13.64,credit_card,completed,mobile,2026-07-06T09:25:46.523691
7577,265,2024-12-08T00:09:25.892602,51.25,3.78,5.12,bank_transfer,completed,in_store,2026-07-06T09:25:46.523730
7578,1731,2024-08-15T11:44:53.180090,0.91,0.18,0.09,credit_card,completed,online,2026-07-06T09:25:46.523766
7579,780,2026-02-18T22:45:30.085219,332.12,43.18,33.21,paypal,completed,online,2026-07-06T09:25:46.523801
7580,503,2025-05-15T06:17:49.720922,54.42,3.54,5.44,bank_transfer,completed,in_store,2026-07-06T09:25:46.523856
7581,1678,2025-01-09T09:37:05.092456,277.87,1.12,27.79,paypal,completed,online,2026-07-06T09:25:46.523890
7582,224,2024-08-09T14:04:49.987289,48.46,9.12,4.85,bank_transfer,completed,in_store,2026-07-06T09:25:46.523924
7583,971,2026-05-31T17:52:39.587234,760.82,53.36,76.08,debit_card,completed,phone,2026-07-06T09:25:46.523958
7584,15,2025-11-28T01:56:49.627785,338.89,35.09,33.89,credit_card,completed,online,2026-07-06T09:25:46.523992
7585,32,2024-09-29T02:15:37.599563,148.85,15.09,14.88,credit_card,completed,in_store,2026-07-06T09:25:46.524026
7586,1961,2026-01-21T15:29:33.452172,98.64,2.01,9.86,paypal,refunded,online,2026-07-06T09:25:46.524060
7587,573,2025-07-05T04:14:08.458962,56.01,4.02,5.6,paypal,completed,mobile,2026-07-06T09:25:46.524161
7588,786,2026-01-11T16:18:41.152216,117.34,20.12,11.73,credit_card,refunded,phone,2026-07-06T09:25:46.524212
7589,1488,2025-11-24T10:07:03.308135,28.83,2.27,2.88,credit_card,completed,online,2026-07-06T09:25:46.524251
7590,1066,2026-07-05T13:16:01.102437,114.89,5.54,11.49,credit_card,completed,in_store,2026-07-06T09:25:46.524288
7591,1462,2024-08-29T19:34:44.250063,113.08,19.4,11.31,debit_card,cancelled,online,2026-07-06T09:25:46.524323
7592,934,2024-08-31T17:44:24.242362,259.89,31.4,25.99,credit_card,completed,phone,2026-07-06T09:25:46.524377
7593,484,2025-09-26T08:52:59.200127,48.34,3.29,4.83,credit_card,completed,phone,2026-07-06T09:25:46.524414
7594,1461,2024-09-27T17:15:23.749961,167.01,8.74,16.7,credit_card,completed,online,2026-07-06T09:25:46.524449
7595,982,2026-06-04T01:40:40.294447,107.5,18.03,10.75,debit_card,completed,online,2026-07-06T09:25:46.524483
7596,774,2026-01-16T10:42:34.779569,29.28,3.74,2.93,debit_card,completed,mobile,2026-07-06T09:25:46.524517
7597,341,2025-04-18T12:35:29.610994,247.36,22.61,24.74,debit_card,completed,mobile,2026-07-06T09:25:46.524549
7598,664,2024-08-10T00:18:36.765000,268.22,32.89,26.82,credit_card,completed,mobile,2026-07-06T09:25:46.524582
7599,1824,2025-03-05T02:23:23.532549,23.7,3.08,2.37,credit_card,completed,online,2026-07-06T09:25:46.524616
7600,432,2025-10-22T11:35:19.963476,45.24,2.12,4.52,paypal,completed,mobile,2026-07-06T09:25:46.524732
7601,1866,2024-08-09T02:42:38.019855,81.28,13.4,8.13,paypal,completed,mobile,2026-07-06T09:25:46.524780
7602,1560,2025-09-06T12:53:20.371600,8.08,1.28,0.81,paypal,completed,phone,2026-07-06T09:25:46.524818
7603,1728,2026-03-02T18:55:01.914369,329.23,50.63,32.92,paypal,completed,in_store,2026-07-06T09:25:46.524854
7604,607,2026-04-23T05:40:00.415876,248.6,29.21,24.86,debit_card,completed,phone,2026-07-06T09:25:46.524889
7605,1250,2025-07-31T14:31:17.178712,260.56,37.26,26.06,bank_transfer,completed,in_store,2026-07-06T09:25:46.524923
7606,184,2025-04-24T11:21:21.759031,321.18,45.01,32.12,paypal,completed,mobile,2026-07-06T09:25:46.524957
7607,596,2025-03-15T22:48:32.098533,18.23,3.11,1.82,credit_card,completed,online,2026-07-06T09:25:46.524989
7608,860,2024-07-21T03:46:23.138517,181.2,15.74,18.12,paypal,completed,mobile,2026-07-06T09:25:46.525040
7609,1813,2025-08-10T10:35:14.808541,179.67,33.21,17.97,debit_card,completed,online,2026-07-06T09:25:46.525073
7610,1323,2025-09-15T03:12:38.642863,79.84,8.62,7.98,debit_card,completed,in_store,2026-07-06T09:25:46.525106
7611,1248,2024-12-06T17:20:21.584259,34.16,5.81,3.42,debit_card,completed,in_store,2026-07-06T09:25:46.525138
7612,1795,2025-11-18T18:18:27.931789,386.15,23.22,38.62,debit_card,completed,online,2026-07-06T09:25:46.525251
7613,996,2024-11-15T13:18:39.385714,153.65,8.57,15.37,paypal,completed,in_store,2026-07-06T09:25:46.525292
7614,816,2025-06-06T11:26:58.603829,146.2,13.4,14.62,paypal,completed,mobile,2026-07-06T09:25:46.525382
7615,1051,2025-12-03T15:32:16.589855,108.51,16.86,10.85,paypal,cancelled,mobile,2026-07-06T09:25:46.525442
7616,836,2025-07-27T13:18:32.845320,115.2,9.86,11.52,bank_transfer,completed,phone,2026-07-06T09:25:46.525481
7617,7,2026-03-01T07:18:01.488834,9.0,0.14,0.9,credit_card,completed,online,2026-07-06T09:25:46.525585
7618,1911,2026-04-28T14:39:49.682565,42.23,5.44,4.22,bank_transfer,completed,mobile,2026-07-06T09:25:46.525621
7619,537,2025-12-26T21:02:19.860366,153.67,20.91,15.37,debit_card,completed,in_store,2026-07-06T09:25:46.525665
7620,1624,2024-07-11T20:58:26.972703,200.39,8.6,20.04,paypal,completed,in_store,2026-07-06T09:25:46.525699
7621,1155,2025-03-11T16:00:21.026770,210.68,19.13,21.07,debit_card,completed,mobile,2026-07-06T09:25:46.525808
7622,309,2024-12-09T13:50:30.863249,123.81,3.15,12.38,paypal,completed,mobile,2026-07-06T09:25:46.525850
7623,1922,2025-02-15T12:53:33.779291,5.49,0.94,0.55,paypal,completed,in_store,2026-07-06T09:25:46.525886
7624,130,2025-07-27T04:39:34.229137,28.47,0.36,2.85,bank_transfer,completed,in_store,2026-07-06T09:25:46.525921
7625,1741,2025-08-07T13:57:00.595371,233.92,19.65,23.39,credit_card,refunded,phone,2026-07-06T09:25:46.525956
7626,1312,2026-05-15T07:52:27.195212,458.18,66.32,45.82,debit_card,cancelled,in_store,2026-07-06T09:25:46.525990
7627,975,2025-06-30T02:26:34.188842,95.29,18.34,9.53,paypal,completed,online,2026-07-06T09:25:46.526023
7628,1864,2026-07-04T11:00:22.444487,2.6,0.02,0.26,credit_card,completed,mobile,2026-07-06T09:25:46.526056
7629,1824,2025-09-16T03:44:13.382632,256.6,8.33,25.66,credit_card,completed,mobile,2026-07-06T09:25:46.526107
7630,219,2025-12-17T14:09:36.450578,130.89,25.16,13.09,debit_card,completed,phone,2026-07-06T09:25:46.526143
7631,392,2025-05-20T04:36:23.645892,136.07,6.11,13.61,debit_card,completed,in_store,2026-07-06T09:25:46.526175
7632,1916,2025-06-08T20:53:18.287069,15.59,3.04,1.56,debit_card,completed,mobile,2026-07-06T09:25:46.526207
7633,1529,2026-02-06T04:06:13.415112,148.29,12.23,14.83,debit_card,completed,in_store,2026-07-06T09:25:46.526241
7634,218,2025-02-20T14:48:59.643584,57.72,10.49,5.77,paypal,completed,in_store,2026-07-06T09:25:46.526273
7635,805,2024-12-08T18:03:18.421039,58.26,9.73,5.83,bank_transfer,completed,phone,2026-07-06T09:25:46.526379
7636,67,2025-03-20T09:54:27.490059,102.11,10.21,10.21,credit_card,completed,in_store,2026-07-06T09:25:46.526429
7637,366,2025-09-14T08:50:23.612630,215.04,4.32,21.5,bank_transfer,completed,mobile,2026-07-06T09:25:46.526466
7638,1406,2024-11-02T20:30:04.503361,32.67,1.14,3.27,bank_transfer,completed,in_store,2026-07-06T09:25:46.526501
7639,1394,2025-08-23T23:06:10.620865,236.33,19.59,23.63,credit_card,completed,phone,2026-07-06T09:25:46.526552
7640,386,2025-01-09T03:26:32.192936,259.27,29.17,25.93,credit_card,completed,in_store,2026-07-06T09:25:46.526594
7641,507,2024-12-25T07:55:36.028207,88.16,10.01,8.82,debit_card,completed,online,2026-07-06T09:25:46.526628
7642,282,2024-08-28T04:22:28.403670,65.55,4.47,6.55,bank_transfer,cancelled,phone,2026-07-06T09:25:46.526671
7643,1291,2026-04-05T00:29:01.044451,86.18,13.41,8.62,bank_transfer,completed,mobile,2026-07-06T09:25:46.526706
7644,583,2026-01-20T06:19:47.282639,316.6,20.88,31.66,credit_card,cancelled,mobile,2026-07-06T09:25:46.526740
7645,1262,2025-03-13T02:26:10.373108,2.2,0.27,0.22,bank_transfer,completed,online,2026-07-06T09:25:46.526778
7646,987,2024-12-25T15:22:28.420698,137.33,10.25,13.73,bank_transfer,completed,phone,2026-07-06T09:25:46.526875
7647,446,2025-06-02T05:48:30.146494,126.42,15.34,12.64,credit_card,cancelled,online,2026-07-06T09:25:46.527048
7648,595,2025-09-04T00:39:11.169999,326.94,41.04,32.69,bank_transfer,completed,online,2026-07-06T09:25:46.527113
7649,171,2025-11-14T22:49:29.816867,28.55,5.5,2.86,credit_card,completed,in_store,2026-07-06T09:25:46.527152
7650,1013,2026-04-03T06:30:17.510056,14.32,0.96,1.43,paypal,completed,phone,2026-07-06T09:25:46.527188
7651,1887,2024-08-22T23:35:26.257917,354.72,63.75,35.47,bank_transfer,completed,mobile,2026-07-06T09:25:46.527224
7652,71,2024-08-30T14:09:11.414020,33.98,5.98,3.4,debit_card,completed,phone,2026-07-06T09:25:46.527258
7653,887,2024-07-30T19:05:34.651145,78.74,6.84,7.87,paypal,completed,in_store,2026-07-06T09:25:46.527293
7654,331,2025-07-12T22:24:57.578431,35.84,0.64,3.58,credit_card,completed,phone,2026-07-06T09:25:46.527328
7655,173,2025-11-13T22:31:00.503101,65.67,11.14,6.57,paypal,completed,in_store,2026-07-06T09:25:46.527400
7656,1257,2025-06-10T22:40:35.715207,277.13,11.46,27.71,bank_transfer,completed,in_store,2026-07-06T09:25:46.527470
7657,697,2025-11-15T03:37:41.648212,207.38,3.24,20.74,paypal,completed,online,2026-07-06T09:25:46.527510
7658,1394,2024-10-01T23:13:25.443803,163.16,30.42,16.32,credit_card,cancelled,mobile,2026-07-06T09:25:46.527575
7659,85,2024-10-29T10:14:44.677892,92.69,10.63,9.27,paypal,completed,phone,2026-07-06T09:25:46.527612
7660,1777,2024-11-02T05:45:23.143206,140.44,27.77,14.04,paypal,completed,mobile,2026-07-06T09:25:46.527646
7661,567,2025-10-18T13:08:59.770490,31.3,1.64,3.13,paypal,completed,online,2026-07-06T09:25:46.527680
7662,1977,2025-01-16T15:15:16.519200,27.74,3.92,2.77,bank_transfer,completed,mobile,2026-07-06T09:25:46.527767
7663,1550,2025-01-19T21:22:41.793075,154.38,23.5,15.44,credit_card,completed,in_store,2026-07-06T09:25:46.527831
7664,1780,2025-08-28T11:05:35.263406,7.34,0.84,0.73,credit_card,completed,in_store,2026-07-06T09:25:46.527871
7665,734,2025-02-02T10:35:38.230449,205.07,11.97,20.51,credit_card,completed,online,2026-07-06T09:25:46.527907
7666,1382,2025-06-02T14:57:14.158897,164.15,23.11,16.42,paypal,completed,in_store,2026-07-06T09:25:46.527943
